Gene ID,Genomic Location (Gene),Product Description
PF3D7-0322000,"Pf3D7-03-v3:928,644..929,159(-)",peptidyl-prolyl cis-trans isomerase
PF3D7-0322200,"Pf3D7-03-v3:933,188..937,006(-)","conserved Plasmodium protein, unknown function"
PF3D7-0322600,"Pf3D7-03-v3:948,374..952,693(+)","conserved Plasmodium protein, unknown function"
PF3D7-0323400,"Pf3D7-03-v3:980,706..983,966(-)",Rh5 interacting protein
PF3D7-0323800,"Pf3D7-03-v3:998,649..1,001,582(+)","conserved Plasmodium protein, unknown function"
PF3D7-0324000,"Pf3D7-03-v3:1,005,952..1,006,800(+)",exported protein family 1
PF3D7-0324200,"Pf3D7-03-v3:1,010,342..1,011,140(-)",exported protein family 3
PF3D7-0324300,"Pf3D7-03-v3:1,012,355..1,013,464(+)",exported protein family 4
PF3D7-0324400,"Pf3D7-03-v3:1,015,795..1,016,942(+)",rifin
PF3D7-0324500,"Pf3D7-03-v3:1,018,874..1,019,973(+)",rifin
PF3D7-0324600,"Pf3D7-03-v3:1,021,998..1,023,008(+)",stevor
PF3D7-0324800,"Pf3D7-03-v3:1,027,571..1,028,929(+)",rifin
PF3D7-0324900,"Pf3D7-03-v3:1,030,822..1,038,254(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0400100,"Pf3D7-04-v3:28,706..37,677(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0400300,"Pf3D7-04-v3:42,032..43,374(-)",rifin
PF3D7-0400400,"Pf3D7-04-v3:45,555..56,860(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0400500,"Pf3D7-04-v3:59,636..60,939(+)",rifin
PF3D7-0400700,"Pf3D7-04-v3:63,104..64,476(-)",rifin
PF3D7-0400800,"Pf3D7-04-v3:66,601..67,573(-)",stevor
PF3D7-0400900,"Pf3D7-04-v3:69,961..71,113(-)",rifin
PF3D7-0401000,"Pf3D7-04-v3:73,268..74,340(-)",rifin
PF3D7-0401200,"Pf3D7-04-v3:79,193..80,451(+)",rifin
PF3D7-0401300,"Pf3D7-04-v3:82,247..83,575(+)",rifin
PF3D7-0401400,"Pf3D7-04-v3:85,397..86,608(+)",rifin
PF3D7-0401500,"Pf3D7-04-v3:89,153..90,184(+)","stevor, pseudogene"
PF3D7-0401600,"Pf3D7-04-v3:92,576..93,809(-)",rifin
PF3D7-0401600,"Pf3D7-04-v3:92,576..93,809(-)",rifin
PF3D7-0401800,"Pf3D7-04-v3:103,742..105,603(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-0401900,"Pf3D7-04-v3:108,380..111,295(-)",acyl-CoA synthetase
PF3D7-0402000,"Pf3D7-04-v3:114,601..116,058(-)","Plasmodium exported protein (PHISTa), unknown function"
PF3D7-0402100,"Pf3D7-04-v3:123,588..125,464(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-0402200,"Pf3D7-04-v3:127,712..134,468(-)","surface-associated interspersed protein 4.1 (SURFIN 4.1), pseudogene"
PF3D7-0402300,"Pf3D7-04-v3:137,640..146,653(+)",reticulocyte binding protein homologue 1
PF3D7-0402500,"Pf3D7-04-v3:155,877..156,984(+)","rifin, pseudogene"
PF3D7-0402600,"Pf3D7-04-v3:159,279..160,314(-)",stevor
PF3D7-0402800,"Pf3D7-04-v3:167,449..171,985(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0403200,"Pf3D7-04-v3:178,518..180,200(+)","pre-mRNA splicing factor, putative"
PF3D7-0403600,"Pf3D7-04-v3:197,846..201,208(-)","conserved Plasmodium protein, unknown function"
PF3D7-0403700,"Pf3D7-04-v3:206,228..209,394(-)","pre-mRNA-splicing factor CLF1, putative"
PF3D7-0403800,"Pf3D7-04-v3:211,515..213,854(-)","alpha/beta hydrolase, putative"
PF3D7-0403900,"Pf3D7-04-v3:219,087..222,838(+)","SET domain protein, putative"
PF3D7-0404100,"Pf3D7-04-v3:224,779..231,733(-)","AP2 domain transcription factor AP2-SP2, putative"
PF3D7-0404400,"Pf3D7-04-v3:238,360..239,499(-)",6-cysteine protein
PF3D7-0404500,"Pf3D7-04-v3:240,911..242,347(-)",6-cysteine protein
PF3D7-0404600,"Pf3D7-04-v3:247,731..260,147(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0404700,"Pf3D7-04-v3:260,454..263,418(-)",dipeptidyl aminopeptidase 3
PF3D7-0404800,"Pf3D7-04-v3:264,305..266,170(-)","conserved Plasmodium protein, unknown function"
PF3D7-0404900,"Pf3D7-04-v3:267,244..268,380(-)",6-cysteine protein
PF3D7-0405200,"Pf3D7-04-v3:279,072..281,983(+)",ag-1 blood stage membrane protein homologue
PF3D7-0405300,"Pf3D7-04-v3:282,403..288,297(-)","liver specific protein 2, putative"
PF3D7-0405800,"Pf3D7-04-v3:315,562..315,870(+)","conserved protein, unknown function"
PF3D7-0405900,"Pf3D7-04-v3:316,540..319,178(-)",apical sushi protein
PF3D7-0406200,"Pf3D7-04-v3:329,216..329,689(+)",sexual stage-specific protein precursor
PF3D7-0406500,"Pf3D7-04-v3:334,282..344,054(-)","NYN domain-containing protein, putative"
PF3D7-0407400,"Pf3D7-04-v3:367,845..368,153(-)","conserved Plasmodium protein, unknown function"
PF3D7-0407600,"Pf3D7-04-v3:373,039..376,677(+)","conserved Plasmodium protein, unknown function"
PF3D7-0407700,"Pf3D7-04-v3:377,481..383,087(-)","conserved Plasmodium protein, unknown function"
PF3D7-0407900,"Pf3D7-04-v3:391,347..393,350(-)","AAA family ATPase, putative"
PF3D7-0408100,"Pf3D7-04-v3:397,328..400,693(+)","conserved Plasmodium protein, unknown function"
PF3D7-0408300,"Pf3D7-04-v3:403,626..405,366(-)","zinc finger Ran-binding domain-containing protein 2, putative"
PF3D7-0408500,"Pf3D7-04-v3:408,679..410,697(-)",flap endonuclease 1
PF3D7-0408600,"Pf3D7-04-v3:413,403..416,357(+)",sporozoite invasion-associated protein 1
PF3D7-0408700,"Pf3D7-04-v3:417,372..420,824(-)",perforin-like protein 1
PF3D7-0408800,"Pf3D7-04-v3:422,011..422,958(-)","conserved Plasmodium protein, unknown function"
PF3D7-0409300,"Pf3D7-04-v3:440,968..444,242(-)","methyltransferase, putative"
PF3D7-0409500,"Pf3D7-04-v3:449,189..450,633(-)","NAD(P)-binding protein, putative"
PF3D7-0409600,"Pf3D7-04-v3:452,134..455,571(-)","replication protein A1, large subunit"
PF3D7-0409700,"Pf3D7-04-v3:456,922..458,020(+)",peptide chain release factor 2
PF3D7-0409800,"Pf3D7-04-v3:459,710..461,437(+)","zinc finger protein, putative"
PF3D7-0410000,"Pf3D7-04-v3:464,732..467,339(-)",erythrocyte vesicle protein 1
PF3D7-0410300,"Pf3D7-04-v3:470,528..473,596(-)","protein phosphatase PPM1, putative"
PF3D7-0410400,"Pf3D7-04-v3:474,542..475,558(+)",exosome complex component RRP4
PF3D7-0410500,"Pf3D7-04-v3:475,944..476,585(-)","conserved Plasmodium protein, unknown function"
PF3D7-0410900,"Pf3D7-04-v3:490,442..493,375(-)","conserved Plasmodium protein, unknown function"
PF3D7-0411000,"Pf3D7-04-v3:499,168..503,880(+)","conserved Plasmodium protein, unknown function"
PF3D7-0411800,"Pf3D7-04-v3:519,832..525,618(-)","conserved Plasmodium protein, unknown function"
PF3D7-0412400,"Pf3D7-04-v3:545,987..553,810(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0412700,"Pf3D7-04-v3:561,667..569,342(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0412900,"Pf3D7-04-v3:576,810..584,668(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0413100,"Pf3D7-04-v3:591,949..599,849(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0413200,"Pf3D7-04-v3:603,166..604,456(-)",rifin
PF3D7-0413300,"Pf3D7-04-v3:609,155..610,433(+)",rifin
PF3D7-0413400,"Pf3D7-04-v3:612,798..614,069(+)","erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene"
PF3D7-0413500,"Pf3D7-04-v3:615,356..616,243(+)",phosphoglucomutase-2
PF3D7-0413600,"Pf3D7-04-v3:616,914..618,350(-)","26S protease regulatory subunit 6B, putative"
PF3D7-0414000,"Pf3D7-04-v3:626,891..633,126(-)","structural maintenance of chromosomes protein 3, putative"
PF3D7-0414100,"Pf3D7-04-v3:634,029..638,905(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0414200,"Pf3D7-04-v3:647,389..648,388(-)",calmodulin-like protein
PF3D7-0414200,"Pf3D7-04-v3:647,389..648,388(-)",calmodulin-like protein
PF3D7-0414300,"Pf3D7-04-v3:649,893..650,731(-)","Rab5-interacting protein, putative"
PF3D7-0414400,"Pf3D7-04-v3:652,350..653,554(+)","conserved Plasmodium protein, unknown function"
PF3D7-0414500,"Pf3D7-04-v3:655,025..657,314(-)","RNA-binding protein, putative"
PF3D7-0414600,"Pf3D7-04-v3:658,620..659,538(-)","acylated pleckstrin-homology domain-containing protein, putative"
PF3D7-0414700,"Pf3D7-04-v3:660,624..662,519(+)","GTP-binding protein, putative"
PF3D7-0415000,"Pf3D7-04-v3:668,578..669,717(-)","arsenical pump-driving ATPase, putative"
PF3D7-0415300,"Pf3D7-04-v3:681,810..685,968(+)",cdc2-related protein kinase 3
PF3D7-0415500,"Pf3D7-04-v3:688,192..689,053(+)","nuclear cap-binding protein subunit 2, putative"
PF3D7-0415600,"Pf3D7-04-v3:689,640..690,329(-)",GTP:AMP phosphotransferase
PF3D7-0416000,"Pf3D7-04-v3:701,526..704,162(-)","RNA-binding protein, putative"
PF3D7-0416100,"Pf3D7-04-v3:706,529..709,009(+)",glutamyl-tRNA(Gln) amidotransferase subunit A
PF3D7-0416300,"Pf3D7-04-v3:711,092..715,489(-)","DNA helicase MCM9, putative"
PF3D7-0416400,"Pf3D7-04-v3:718,202..722,654(+)","histone acetyltransferase, putative"
PF3D7-0416500,"Pf3D7-04-v3:723,073..724,242(-)",repressor of RNA polymerase III transcription MAF1
PF3D7-0416700,"Pf3D7-04-v3:727,710..727,979(-)","CDGSH iron-sulfur domain-containing protein, putative"
PF3D7-0416800,"Pf3D7-04-v3:729,962..731,223(+)",small GTP-binding protein sar1
PF3D7-0417100,"Pf3D7-04-v3:743,611..745,637(-)",mRNA-binding protein PUF2
PF3D7-0417200,"Pf3D7-04-v3:748,088..749,914(+)",bifunctional dihydrofolate reductase-thymidylate synthase
PF3D7-0417500,"Pf3D7-04-v3:777,200..779,424(-)",memo-like protein
PF3D7-0417800,"Pf3D7-04-v3:787,243..789,342(-)",cdc2-related protein kinase 1
PF3D7-0418100,"Pf3D7-04-v3:810,995..814,642(-)","protein SOC1, putative"
PF3D7-0418500,"Pf3D7-04-v3:830,989..832,428(-)","trafficking protein particle complex subunit 3, putative"
PF3D7-0418600,"Pf3D7-04-v3:834,394..840,429(+)","regulator of chromosome condensation, putative"
PF3D7-0418800,"Pf3D7-04-v3:843,562..845,169(+)","MOLO1 domain-containing protein, putative"
PF3D7-0418900,"Pf3D7-04-v3:847,231..849,059(+)","conserved protein, unknown function"
PF3D7-0419900,"Pf3D7-04-v3:878,022..893,866(+)","phosphatidylinositol 4-kinase, putative"
PF3D7-0420300,"Pf3D7-04-v3:917,990..928,411(+)","AP2 domain transcription factor, putative"
PF3D7-0420400,"Pf3D7-04-v3:929,340..930,140(+)",ribosome-recycling factor
PF3D7-0420700,"Pf3D7-04-v3:935,031..941,875(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0420900,"Pf3D7-04-v3:946,169..953,773(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0421100,"Pf3D7-04-v3:958,067..965,611(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0421200,"Pf3D7-04-v3:967,087..968,273(+)",rifin
PF3D7-0421300,"Pf3D7-04-v3:969,031..976,591(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0421500,"Pf3D7-04-v3:981,823..982,990(-)","rifin, pseudogene"
PF3D7-0421600,"Pf3D7-04-v3:986,135..987,447(+)",erythrocyte membrane protein 1 (PfEMP1)-like pseudogene
PF3D7-0421700,"Pf3D7-04-v3:987,842..994,360(-)","conserved Plasmodium protein, unknown function"
PF3D7-0421900,"Pf3D7-04-v3:997,240..997,455(+)","conserved Plasmodium protein, unknown function"
PF3D7-0422300,"Pf3D7-04-v3:1,022,487..1,024,166(+)",alpha tubulin 2
PF3D7-0422800,"Pf3D7-04-v3:1,042,564..1,044,896(+)","serpentine receptor, putative"
PF3D7-0423500,"Pf3D7-04-v3:1,058,997..1,060,551(+)",glideosome associated protein with multiple membrane spans 2
PF3D7-0423800,"Pf3D7-04-v3:1,076,347..1,077,534(+)",cysteine-rich protective antigen
PF3D7-0424000,"Pf3D7-04-v3:1,080,959..1,082,189(+)","Plasmodium exported protein (PHISTc), unknown function"
PF3D7-0424100,"Pf3D7-04-v3:1,082,363..1,084,150(-)",reticulocyte binding protein homologue 5
PF3D7-0424200,"Pf3D7-04-v3:1,085,979..1,091,277(-)",reticulocyte binding protein homologue 4
PF3D7-0424300,"Pf3D7-04-v3:1,093,138..1,097,835(+)","erythrocyte binding antigen-165, pseudogene"
PF3D7-0424400,"Pf3D7-04-v3:1,099,811..1,107,111(+)",surface-associated interspersed protein 4.2 (SURFIN 4.2)
PF3D7-0424500,"Pf3D7-04-v3:1,110,060..1,112,293(+)","serine/threonine protein kinase, FIKK family"
PF3D7-0424600,"Pf3D7-04-v3:1,113,345..1,114,486(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-0424700,"Pf3D7-04-v3:1,118,430..1,122,414(+)","serine/threonine protein kinase, FIKK family"
PF3D7-0425000,"Pf3D7-04-v3:1,129,660..1,130,893(-)","Plasmodium exported protein, unknown function, pseudogene"
PF3D7-0425500,"Pf3D7-04-v3:1,146,672..1,147,697(-)",stevor
PF3D7-0425600,"Pf3D7-04-v3:1,149,274..1,150,188(+)","rifin, pseudogene"
PF3D7-0425700,"Pf3D7-04-v3:1,152,504..1,153,633(-)",rifin
PF3D7-0425800,"Pf3D7-04-v3:1,156,423..1,167,821(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0425900,"Pf3D7-04-v3:1,169,980..1,171,184(+)",rifin
PF3D7-0426000,"Pf3D7-04-v3:1,173,053..1,180,226(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0500100,"Pf3D7-05-v3:20,929..28,456(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0500200,"Pf3D7-05-v3:29,233..29,304(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-0500300,"Pf3D7-05-v3:29,776..30,963(-)","rifin, pseudogene"
PF3D7-0500400,"Pf3D7-05-v3:33,056..34,378(-)",rifin
PF3D7-0500500,"Pf3D7-05-v3:36,464..37,564(-)",rifin
PF3D7-0500600,"Pf3D7-05-v3:39,443..40,488(-)","stevor, pseudogene"
PF3D7-0500700,"Pf3D7-05-v3:41,129..41,403(-)","rifin, pseudogene"
PF3D7-0500900,"Pf3D7-05-v3:50,422..52,510(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0501000,"Pf3D7-05-v3:55,841..56,872(+)","Plasmodium exported protein, unknown function"
PF3D7-0501100,"Pf3D7-05-v3:58,037..59,726(-)","heat shock protein 40, type II"
PF3D7-0501100,"Pf3D7-05-v3:58,037..59,726(-)","heat shock protein 40, type II"
PF3D7-0501200,"Pf3D7-05-v3:64,065..65,489(+)",parasite-infected erythrocyte surface protein
PF3D7-0501300,"Pf3D7-05-v3:68,930..70,113(+)",skeleton-binding protein 1
PF3D7-0501400,"Pf3D7-05-v3:74,509..79,842(+)",interspersed repeat antigen
PF3D7-0501500,"Pf3D7-05-v3:81,134..82,336(-)",rhoptry-associated protein 3
PF3D7-0501600,"Pf3D7-05-v3:84,041..85,237(-)",rhoptry-associated protein 2
PF3D7-0501700,"Pf3D7-05-v3:86,820..89,201(-)","anaphase-promoting complex subunit 3, putative"
PF3D7-0501900,"Pf3D7-05-v3:95,161..96,633(-)","conserved protein, unknown function"
PF3D7-0502400,"Pf3D7-05-v3:109,898..111,691(-)",merozoite surface protein 8
PF3D7-0502600,"Pf3D7-05-v3:116,451..119,969(-)","conserved Plasmodium protein, unknown function"
PF3D7-0503500,"Pf3D7-05-v3:142,871..145,423(-)","protein kinase, putative"
PF3D7-0503600,"Pf3D7-05-v3:146,639..150,131(-)",myosin B
PF3D7-0504000,"Pf3D7-05-v3:157,625..164,968(+)",cation transporting P-ATPase
PF3D7-0504300,"Pf3D7-05-v3:169,549..170,590(-)","conserved Plasmodium protein, unknown function"
PF3D7-0504400,"Pf3D7-05-v3:172,150..174,417(+)","ATP-dependent helicase, putative"
PF3D7-0504500,"Pf3D7-05-v3:174,989..176,433(+)","MOLO1 domain-containing protein, putative"
PF3D7-0504600,"Pf3D7-05-v3:177,410..178,555(+)","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative"
PF3D7-0504700,"Pf3D7-05-v3:180,421..187,470(+)","centrosomal protein CEP120, putative"
PF3D7-0505200,"Pf3D7-05-v3:230,695..232,392(+)","actin-like protein, putative"
PF3D7-0505300,"Pf3D7-05-v3:233,815..235,650(+)","UDP-N-acetylglucosamine transporter, putative"
PF3D7-0506700,"Pf3D7-05-v3:280,886..283,345(+)","GTPase-activating protein, putative"
PF3D7-0506800,"Pf3D7-05-v3:284,691..288,023(+)","transcription factor 25, putative"
PF3D7-0506900,"Pf3D7-05-v3:288,776..291,055(-)",rhomboid protease ROM4
PF3D7-0507200,"Pf3D7-05-v3:298,427..300,736(-)",subtilisin-like protease 3
PF3D7-0507300,"Pf3D7-05-v3:301,930..304,611(-)",subtilisin-like ookinete protein SOPT
PF3D7-0507400,"Pf3D7-05-v3:305,961..306,422(-)","conserved Plasmodium protein, unknown function"
PF3D7-0507500,"Pf3D7-05-v3:307,490..309,556(-)",subtilisin-like protease 1
PF3D7-0508000,"Pf3D7-05-v3:328,666..329,715(-)",6-cysteine protein
PF3D7-0508200,"Pf3D7-05-v3:337,426..339,025(-)","longevity-assurance (LAG1) protein, putative"
PF3D7-0508400,"Pf3D7-05-v3:344,931..346,744(+)","conserved protein, unknown function"
PF3D7-0508600,"Pf3D7-05-v3:356,222..357,010(+)","conserved protein, unknown function"
PF3D7-0508800,"Pf3D7-05-v3:363,588..364,442(-)",single-stranded DNA-binding protein
PF3D7-0509200,"Pf3D7-05-v3:386,956..388,505(+)",leucine-rich repeat protein
PF3D7-0509300,"Pf3D7-05-v3:388,696..389,191(-)","conserved Plasmodium protein, unknown function"
PF3D7-0509500,"Pf3D7-05-v3:401,437..402,771(+)","ERCC4 domain-containing protein, putative"
PF3D7-0509700,"Pf3D7-05-v3:405,961..407,897(-)","conserved Plasmodium protein, unknown function"
PF3D7-0510000,"Pf3D7-05-v3:418,136..421,425(+)","conserved Plasmodium protein, unknown function"
PF3D7-0510200,"Pf3D7-05-v3:437,495..439,738(+)",peptidyl-prolyl cis-trans isomerase
PF3D7-0510300,"Pf3D7-05-v3:440,779..441,879(-)","stripes inner membrane complex protein, putative"
PF3D7-0511000,"Pf3D7-05-v3:467,585..468,100(-)",translationally-controlled tumor protein homolog
PF3D7-0511100,"Pf3D7-05-v3:469,276..469,842(+)","conserved Plasmodium protein, unknown function"
PF3D7-0511300,"Pf3D7-05-v3:474,487..478,882(-)","MORN repeat protein, putative"
PF3D7-0511400,"Pf3D7-05-v3:481,423..482,568(+)","conserved Plasmodium protein, unknown function"
PF3D7-0511500,"Pf3D7-05-v3:486,602..516,787(+)","RNA pseudouridylate synthase, putative"
PF3D7-0512200,"Pf3D7-05-v3:529,934..531,901(-)",glutathione synthetase
PF3D7-0512400,"Pf3D7-05-v3:536,273..536,977(+)","conserved Plasmodium protein, unknown function"
PF3D7-0512450,"Pf3D7-05-v3:537,499..539,282(+)","conserved Plasmodium protein, unknown function, pseudogene"
PF3D7-0513000,"Pf3D7-05-v3:555,264..556,073(+)","conserved protein, unknown function"
PF3D7-0513600,"Pf3D7-05-v3:574,941..578,505(-)","deoxyribodipyrimidine photo-lyase, putative"
PF3D7-0513700,"Pf3D7-05-v3:581,227..584,124(+)","secreted ookinete protein, putative"
PF3D7-0514000,"Pf3D7-05-v3:588,921..590,769(-)","tubulin--tyrosine ligase, putative"
PF3D7-0514100,"Pf3D7-05-v3:591,338..595,663(-)",ATP-dependent DNA helicase UvrD
PF3D7-0514700,"Pf3D7-05-v3:610,089..614,771(+)","MORN repeat protein, putative"
PF3D7-0514800,"Pf3D7-05-v3:615,282..617,993(-)","inositol polyphosphate multikinase, putative"
PF3D7-0515100,"Pf3D7-05-v3:624,719..626,481(-)",rhomboid protease ROM9
PF3D7-0515400,"Pf3D7-05-v3:637,354..640,381(+)","conserved protein, unknown function"
PF3D7-0515500,"Pf3D7-05-v3:641,137..644,685(-)","amino acid transporter, putative"
PF3D7-0515600,"Pf3D7-05-v3:646,659..652,106(+)","conserved Plasmodium protein, unknown function"
PF3D7-0515800,"Pf3D7-05-v3:658,423..658,677(-)","BolA-like protein, putative"
PF3D7-0515900,"Pf3D7-05-v3:660,150..661,136(-)","NLI interacting factor-like phosphatase, putative"
PF3D7-0516300,"Pf3D7-05-v3:678,910..680,955(+)","tRNA pseudouridine synthase, putative"
PF3D7-0516500,"Pf3D7-05-v3:683,708..685,859(+)","major facilitator superfamily domain-containing protein, putative"
PF3D7-0516600,"Pf3D7-05-v3:686,810..691,642(-)",sporozoite surface antigen MB2
PF3D7-0516700,"Pf3D7-05-v3:694,492..698,778(+)","ubiquitin carboxyl-terminal hydrolase 2, putative"
PF3D7-0516800,"Pf3D7-05-v3:700,120..707,256(-)","AP2 domain transcription factor AP2-O2, putative"
PF3D7-0517200,"Pf3D7-05-v3:720,743..722,641(-)","conserved Plasmodium protein, unknown function"
PF3D7-0517500,"Pf3D7-05-v3:735,887..738,400(-)","UTP--glucose-1-phosphate uridylyltransferase, putative"
PF3D7-0517600,"Pf3D7-05-v3:740,156..741,034(-)","F-actin-capping protein subunit beta, putative"
PF3D7-0518000,"Pf3D7-05-v3:750,661..752,435(+)","NOSIP domain-containing protein, putative"
PF3D7-0518400,"Pf3D7-05-v3:762,103..762,792(-)","cyclin, putative"
PF3D7-0518600,"Pf3D7-05-v3:769,310..773,140(+)","WD repeat-containing protein 26, putative"
PF3D7-0518800,"Pf3D7-05-v3:783,638..784,991(-)","secreted ookinete protein, putative"
PF3D7-0519000,"Pf3D7-05-v3:788,599..789,480(+)","histone RNA hairpin-binding protein, putative"
PF3D7-0519500,"Pf3D7-05-v3:801,450..809,127(-)","carbon catabolite repressor protein 4, putative"
PF3D7-0520100,"Pf3D7-05-v3:831,617..834,343(+)","protein phosphatase PPM9, putative"
PF3D7-0520900,"Pf3D7-05-v3:857,038..858,477(+)",adenosylhomocysteinase
PF3D7-0521300,"Pf3D7-05-v3:870,184..874,570(-)","zinc finger protein, putative"
PF3D7-0521700,"Pf3D7-05-v3:882,376..884,901(+)","ATP-dependent RNA helicase DDX1, putative"
PF3D7-0521800,"Pf3D7-05-v3:885,714..888,232(+)","AFG1-like ATPase, putative"
PF3D7-0522600,"Pf3D7-05-v3:940,249..941,700(+)",inner membrane complex protein
PF3D7-0522700,"Pf3D7-05-v3:942,767..943,873(+)",iron-sulfur assembly protein
PF3D7-0523000,"Pf3D7-05-v3:957,890..962,149(+)",multidrug resistance protein 1
PF3D7-0523400,"Pf3D7-05-v3:973,518..975,876(+)","DnaJ protein, putative"
PF3D7-0523500,"Pf3D7-05-v3:976,690..977,815(-)","dynein light chain Tctex-type, putative"
PF3D7-0524000,"Pf3D7-05-v3:998,753..1,002,124(+)",karyopherin beta
PF3D7-0524800,"Pf3D7-05-v3:1,021,408..1,024,307(-)","ubiquitin fusion degradation protein 1, putative"
PF3D7-0525000,"Pf3D7-05-v3:1,036,229..1,038,343(+)","zinc finger protein, putative"
PF3D7-0525400,"Pf3D7-05-v3:1,057,651..1,059,054(+)",7-helix-1 protein
PF3D7-0525900,"Pf3D7-05-v3:1,073,646..1,075,644(+)",NIMA related kinase 2
PF3D7-0526200,"Pf3D7-05-v3:1,081,558..1,083,816(-)","ADP-ribosylation factor GTPase-activating protein, putative"
PF3D7-0526200,"Pf3D7-05-v3:1,081,558..1,083,816(-)","ADP-ribosylation factor GTPase-activating protein, putative"
PF3D7-0526400,"Pf3D7-05-v3:1,088,423..1,089,508(+)","conserved Plasmodium protein, unknown function"
PF3D7-0526800,"Pf3D7-05-v3:1,120,704..1,121,810(-)","conserved Plasmodium protein, unknown function"
PF3D7-0527200,"Pf3D7-05-v3:1,132,937..1,134,854(-)",ubiquitin carboxyl-terminal hydrolase 14
PF3D7-0527400,"Pf3D7-05-v3:1,140,627..1,141,154(+)","conserved Plasmodium protein, unknown function"
PF3D7-0527600,"Pf3D7-05-v3:1,145,857..1,148,810(-)","conserved Plasmodium protein, unknown function"
